split,task,partition,target_file,label,period,day,day_num,day_label,batch,sample_id
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_55.csv,acetone,Period_II,Day 12,12,Period II Day 12,batch3,acetone_55
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_56.csv,acetone,Period_II,Day 13,13,Period II Day 13,batch3,acetone_56
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_57.csv,acetone,Period_II,Day 13,13,Period II Day 13,batch3,acetone_57
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_58.csv,acetone,Period_II,Day 14,14,Period II Day 14,batch3,acetone_58
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_59.csv,acetone,Period_II,Day 14,14,Period II Day 14,batch3,acetone_59
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_60.csv,acetone,Period_II,Day 14,14,Period II Day 14,batch3,acetone_60
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_61.csv,acetone,Period_II,Day 15,15,Period II Day 15,batch3,acetone_61
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_62.csv,acetone,Period_II,Day 15,15,Period II Day 15,batch3,acetone_62
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_63.csv,acetone,Period_II,Day 15,15,Period II Day 15,batch3,acetone_63
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_64.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_64
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_65.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_65
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_66.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_66
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_67.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_67
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_68.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_68
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_69.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_69
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_70.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_70
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_71.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_71
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_72.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_72
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_73.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_73
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_74.csv,acetone,Period_III,Day 19,19,Period III Day 19,batch4,acetone_74
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_75.csv,acetone,Period_III,Day 19,19,Period III Day 19,batch4,acetone_75
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_76.csv,acetone,Period_III,Day 19,19,Period III Day 19,batch4,acetone_76
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_77.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_77
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_78.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_78
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_79.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_79
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_80.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_80
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_81.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_81
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_82.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_82
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_83.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_83
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_84.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_84
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_85.csv,acetone,Period_IV,Day 22,22,Period IV Day 22,batch5,acetone_85
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_86.csv,acetone,Period_IV,Day 22,22,Period IV Day 22,batch5,acetone_86
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_87.csv,acetone,Period_IV,Day 22,22,Period IV Day 22,batch5,acetone_87
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_88.csv,acetone,Period_IV,Day 22,22,Period IV Day 22,batch5,acetone_88
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_89.csv,acetone,Period_IV,Day 23,23,Period IV Day 23,batch5,acetone_89
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_90.csv,acetone,Period_IV,Day 23,23,Period IV Day 23,batch5,acetone_90
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_91.csv,acetone,Period_IV,Day 23,23,Period IV Day 23,batch5,acetone_91
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_92.csv,acetone,Period_IV,Day 23,23,Period IV Day 23,batch5,acetone_92
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_93.csv,acetone,Period_IV,Day 24,24,Period IV Day 24,batch5,acetone_93
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_94.csv,acetone,Period_IV,Day 24,24,Period IV Day 24,batch5,acetone_94
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_95.csv,acetone,Period_IV,Day 24,24,Period IV Day 24,batch5,acetone_95
S4_train_I_val_D1_2,three_class_with_air,test,acetone\acetone_96.csv,acetone,Period_IV,Day 24,24,Period IV Day 24,batch5,acetone_96
S4_train_I_val_D1_2,three_class_with_air,test,air\air_5.csv,air,Period_II,Day 3,3,Period II Day 3,batch2,air_5
S4_train_I_val_D1_2,three_class_with_air,test,air\air_6.csv,air,Period_II,Day 3,3,Period II Day 3,batch2,air_6
S4_train_I_val_D1_2,three_class_with_air,test,air\air_7.csv,air,Period_II,Day 4,4,Period II Day 4,batch2,air_7
S4_train_I_val_D1_2,three_class_with_air,test,air\air_8.csv,air,Period_II,Day 4,4,Period II Day 4,batch2,air_8
S4_train_I_val_D1_2,three_class_with_air,test,air\air_9.csv,air,Period_II,Day 5,5,Period II Day 5,batch2,air_9
S4_train_I_val_D1_2,three_class_with_air,test,air\air_10.csv,air,Period_II,Day 5,5,Period II Day 5,batch2,air_10
S4_train_I_val_D1_2,three_class_with_air,test,air\air_11.csv,air,Period_II,Day 6,6,Period II Day 6,batch2,air_11
S4_train_I_val_D1_2,three_class_with_air,test,air\air_12.csv,air,Period_II,Day 6,6,Period II Day 6,batch2,air_12
S4_train_I_val_D1_2,three_class_with_air,test,air\air_13.csv,air,Period_II,Day 6,6,Period II Day 6,batch2,air_13
S4_train_I_val_D1_2,three_class_with_air,test,air\air_14.csv,air,Period_II,Day 8,8,Period II Day 8,batch2,air_14
S4_train_I_val_D1_2,three_class_with_air,test,air\air_15.csv,air,Period_II,Day 8,8,Period II Day 8,batch2,air_15
S4_train_I_val_D1_2,three_class_with_air,test,air\air_16.csv,air,Period_II,Day 9,9,Period II Day 9,batch2,air_16
S4_train_I_val_D1_2,three_class_with_air,test,air\air_17.csv,air,Period_II,Day 9,9,Period II Day 9,batch2,air_17
S4_train_I_val_D1_2,three_class_with_air,test,air\air_18.csv,air,Period_II,Day 10,10,Period II Day 10,batch3,air_18
S4_train_I_val_D1_2,three_class_with_air,test,air\air_19.csv,air,Period_II,Day 10,10,Period II Day 10,batch3,air_19
S4_train_I_val_D1_2,three_class_with_air,test,air\air_20.csv,air,Period_II,Day 11,11,Period II Day 11,batch3,air_20
S4_train_I_val_D1_2,three_class_with_air,test,air\air_21.csv,air,Period_II,Day 11,11,Period II Day 11,batch3,air_21
S4_train_I_val_D1_2,three_class_with_air,test,air\air_22.csv,air,Period_II,Day 12,12,Period II Day 12,batch3,air_22
S4_train_I_val_D1_2,three_class_with_air,test,air\air_23.csv,air,Period_II,Day 12,12,Period II Day 12,batch3,air_23
S4_train_I_val_D1_2,three_class_with_air,test,air\air_24.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_24
S4_train_I_val_D1_2,three_class_with_air,test,air\air_25.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_25
S4_train_I_val_D1_2,three_class_with_air,test,air\air_26.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_26
S4_train_I_val_D1_2,three_class_with_air,test,air\air_27.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_27
S4_train_I_val_D1_2,three_class_with_air,test,air\air_28.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_28
S4_train_I_val_D1_2,three_class_with_air,test,air\air_29.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_29
S4_train_I_val_D1_2,three_class_with_air,test,air\air_30.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_30
S4_train_I_val_D1_2,three_class_with_air,test,air\air_31.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_31
S4_train_I_val_D1_2,three_class_with_air,test,air\air_32.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_32
S4_train_I_val_D1_2,three_class_with_air,test,air\air_33.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_33
S4_train_I_val_D1_2,three_class_with_air,test,air\air_34.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_34
S4_train_I_val_D1_2,three_class_with_air,test,air\air_35.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_35
S4_train_I_val_D1_2,three_class_with_air,test,air\air_36.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_36
S4_train_I_val_D1_2,three_class_with_air,test,air\air_37.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_37
S4_train_I_val_D1_2,three_class_with_air,test,air\air_38.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_38
S4_train_I_val_D1_2,three_class_with_air,test,air\air_39.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_39
S4_train_I_val_D1_2,three_class_with_air,test,air\air_40.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_40
S4_train_I_val_D1_2,three_class_with_air,test,air\air_41.csv,air,Period_II,Day 16,16,Period II Day 16,batch3,air_41
S4_train_I_val_D1_2,three_class_with_air,test,air\air_42.csv,air,Period_II,Day 16,16,Period II Day 16,batch3,air_42
S4_train_I_val_D1_2,three_class_with_air,test,air\air_43.csv,air,Period_II,Day 16,16,Period II Day 16,batch3,air_43
S4_train_I_val_D1_2,three_class_with_air,test,air\air_44.csv,air,Period_II,Day 16,16,Period II Day 16,batch3,air_44
S4_train_I_val_D1_2,three_class_with_air,test,air\air_45.csv,air,Period_II,Day 17,17,Period II Day 17,batch3,air_45
S4_train_I_val_D1_2,three_class_with_air,test,air\air_46.csv,air,Period_II,Day 17,17,Period II Day 17,batch3,air_46
S4_train_I_val_D1_2,three_class_with_air,test,air\air_47.csv,air,Period_II,Day 17,17,Period II Day 17,batch3,air_47
S4_train_I_val_D1_2,three_class_with_air,test,air\air_48.csv,air,Period_II,Day 17,17,Period II Day 17,batch3,air_48
S4_train_I_val_D1_2,three_class_with_air,test,air\air_49.csv,air,Period_III,Day 18,18,Period III Day 18,batch4,air_49
S4_train_I_val_D1_2,three_class_with_air,test,air\air_50.csv,air,Period_III,Day 18,18,Period III Day 18,batch4,air_50
S4_train_I_val_D1_2,three_class_with_air,test,air\air_51.csv,air,Period_III,Day 18,18,Period III Day 18,batch4,air_51
S4_train_I_val_D1_2,three_class_with_air,test,air\air_52.csv,air,Period_III,Day 18,18,Period III Day 18,batch4,air_52
S4_train_I_val_D1_2,three_class_with_air,test,air\air_53.csv,air,Period_III,Day 19,19,Period III Day 19,batch4,air_53
S4_train_I_val_D1_2,three_class_with_air,test,air\air_54.csv,air,Period_III,Day 19,19,Period III Day 19,batch4,air_54
S4_train_I_val_D1_2,three_class_with_air,test,air\air_55.csv,air,Period_III,Day 20,20,Period III Day 20,batch4,air_55
S4_train_I_val_D1_2,three_class_with_air,test,air\air_56.csv,air,Period_III,Day 20,20,Period III Day 20,batch4,air_56
S4_train_I_val_D1_2,three_class_with_air,test,air\air_57.csv,air,Period_III,Day 20,20,Period III Day 20,batch4,air_57
S4_train_I_val_D1_2,three_class_with_air,test,air\air_58.csv,air,Period_III,Day 20,20,Period III Day 20,batch4,air_58
S4_train_I_val_D1_2,three_class_with_air,test,air\air_59.csv,air,Period_III,Day 21,21,Period III Day 21,batch4,air_59
S4_train_I_val_D1_2,three_class_with_air,test,air\air_60.csv,air,Period_III,Day 21,21,Period III Day 21,batch4,air_60
S4_train_I_val_D1_2,three_class_with_air,test,air\air_61.csv,air,Period_III,Day 21,21,Period III Day 21,batch4,air_61
S4_train_I_val_D1_2,three_class_with_air,test,air\air_62.csv,air,Period_III,Day 21,21,Period III Day 21,batch4,air_62
S4_train_I_val_D1_2,three_class_with_air,test,air\air_63.csv,air,Period_IV,Day 22,22,Period IV Day 22,batch5,air_63
S4_train_I_val_D1_2,three_class_with_air,test,air\air_64.csv,air,Period_IV,Day 22,22,Period IV Day 22,batch5,air_64
S4_train_I_val_D1_2,three_class_with_air,test,air\air_65.csv,air,Period_IV,Day 22,22,Period IV Day 22,batch5,air_65
S4_train_I_val_D1_2,three_class_with_air,test,air\air_66.csv,air,Period_IV,Day 23,23,Period IV Day 23,batch5,air_66
S4_train_I_val_D1_2,three_class_with_air,test,air\air_67.csv,air,Period_IV,Day 23,23,Period IV Day 23,batch5,air_67
S4_train_I_val_D1_2,three_class_with_air,test,air\air_68.csv,air,Period_IV,Day 23,23,Period IV Day 23,batch5,air_68
S4_train_I_val_D1_2,three_class_with_air,test,air\air_69.csv,air,Period_IV,Day 23,23,Period IV Day 23,batch5,air_69
S4_train_I_val_D1_2,three_class_with_air,test,air\air_70.csv,air,Period_IV,Day 24,24,Period IV Day 24,batch5,air_70
S4_train_I_val_D1_2,three_class_with_air,test,air\air_71.csv,air,Period_IV,Day 24,24,Period IV Day 24,batch5,air_71
S4_train_I_val_D1_2,three_class_with_air,test,air\air_72.csv,air,Period_IV,Day 24,24,Period IV Day 24,batch5,air_72
S4_train_I_val_D1_2,three_class_with_air,test,air\reference_5.csv,air,Period_II,Day 3,3,Period II Day 3,batch2,reference_5
S4_train_I_val_D1_2,three_class_with_air,test,air\reference_6.csv,air,Period_II,Day 3,3,Period II Day 3,batch2,reference_6
S4_train_I_val_D1_2,three_class_with_air,test,air\reference_7.csv,air,Period_II,Day 4,4,Period II Day 4,batch2,reference_7
S4_train_I_val_D1_2,three_class_with_air,test,air\reference_8.csv,air,Period_II,Day 4,4,Period II Day 4,batch2,reference_8
S4_train_I_val_D1_2,three_class_with_air,test,air\reference_9.csv,air,Period_II,Day 8,8,Period II Day 8,batch2,reference_9
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_11.csv,alcohol,Period_II,Day 3,3,Period II Day 3,batch2,alcohol_11
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_12.csv,alcohol,Period_II,Day 3,3,Period II Day 3,batch2,alcohol_12
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_13.csv,alcohol,Period_II,Day 3,3,Period II Day 3,batch2,alcohol_13
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_14.csv,alcohol,Period_II,Day 3,3,Period II Day 3,batch2,alcohol_14
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_15.csv,alcohol,Period_II,Day 3,3,Period II Day 3,batch2,alcohol_15
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_16.csv,alcohol,Period_II,Day 4,4,Period II Day 4,batch2,alcohol_16
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_17.csv,alcohol,Period_II,Day 4,4,Period II Day 4,batch2,alcohol_17
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_18.csv,alcohol,Period_II,Day 4,4,Period II Day 4,batch2,alcohol_18
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_19.csv,alcohol,Period_II,Day 4,4,Period II Day 4,batch2,alcohol_19
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_20.csv,alcohol,Period_II,Day 4,4,Period II Day 4,batch2,alcohol_20
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_21.csv,alcohol,Period_II,Day 5,5,Period II Day 5,batch2,alcohol_21
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_22.csv,alcohol,Period_II,Day 5,5,Period II Day 5,batch2,alcohol_22
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_23.csv,alcohol,Period_II,Day 5,5,Period II Day 5,batch2,alcohol_23
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_24.csv,alcohol,Period_II,Day 5,5,Period II Day 5,batch2,alcohol_24
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_25.csv,alcohol,Period_II,Day 5,5,Period II Day 5,batch2,alcohol_25
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_26.csv,alcohol,Period_II,Day 6,6,Period II Day 6,batch2,alcohol_26
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_27.csv,alcohol,Period_II,Day 6,6,Period II Day 6,batch2,alcohol_27
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_28.csv,alcohol,Period_II,Day 6,6,Period II Day 6,batch2,alcohol_28
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_29.csv,alcohol,Period_II,Day 6,6,Period II Day 6,batch2,alcohol_29
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_30.csv,alcohol,Period_II,Day 6,6,Period II Day 6,batch2,alcohol_30
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_31.csv,alcohol,Period_II,Day 6,6,Period II Day 6,batch2,alcohol_31
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_32.csv,alcohol,Period_II,Day 6,6,Period II Day 6,batch2,alcohol_32
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_33.csv,alcohol,Period_II,Day 7,7,Period II Day 7,batch2,alcohol_33
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_34.csv,alcohol,Period_II,Day 7,7,Period II Day 7,batch2,alcohol_34
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_35.csv,alcohol,Period_II,Day 7,7,Period II Day 7,batch2,alcohol_35
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_36.csv,alcohol,Period_II,Day 8,8,Period II Day 8,batch2,alcohol_36
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_37.csv,alcohol,Period_II,Day 8,8,Period II Day 8,batch2,alcohol_37
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_38.csv,alcohol,Period_II,Day 8,8,Period II Day 8,batch2,alcohol_38
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_39.csv,alcohol,Period_II,Day 9,9,Period II Day 9,batch2,alcohol_39
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_40.csv,alcohol,Period_II,Day 9,9,Period II Day 9,batch2,alcohol_40
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_41.csv,alcohol,Period_II,Day 9,9,Period II Day 9,batch2,alcohol_41
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_42.csv,alcohol,Period_II,Day 9,9,Period II Day 9,batch2,alcohol_42
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_43.csv,alcohol,Period_II,Day 9,9,Period II Day 9,batch2,alcohol_43
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_44.csv,alcohol,Period_II,Day 10,10,Period II Day 10,batch3,alcohol_44
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_45.csv,alcohol,Period_II,Day 10,10,Period II Day 10,batch3,alcohol_45
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_46.csv,alcohol,Period_II,Day 10,10,Period II Day 10,batch3,alcohol_46
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_47.csv,alcohol,Period_II,Day 10,10,Period II Day 10,batch3,alcohol_47
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_48.csv,alcohol,Period_II,Day 11,11,Period II Day 11,batch3,alcohol_48
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_49.csv,alcohol,Period_II,Day 11,11,Period II Day 11,batch3,alcohol_49
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_50.csv,alcohol,Period_II,Day 11,11,Period II Day 11,batch3,alcohol_50
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_51.csv,alcohol,Period_II,Day 11,11,Period II Day 11,batch3,alcohol_51
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_52.csv,alcohol,Period_II,Day 12,12,Period II Day 12,batch3,alcohol_52
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_53.csv,alcohol,Period_II,Day 12,12,Period II Day 12,batch3,alcohol_53
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_54.csv,alcohol,Period_II,Day 12,12,Period II Day 12,batch3,alcohol_54
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_55.csv,alcohol,Period_II,Day 12,12,Period II Day 12,batch3,alcohol_55
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_56.csv,alcohol,Period_II,Day 13,13,Period II Day 13,batch3,alcohol_56
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_57.csv,alcohol,Period_II,Day 13,13,Period II Day 13,batch3,alcohol_57
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_58.csv,alcohol,Period_II,Day 14,14,Period II Day 14,batch3,alcohol_58
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_59.csv,alcohol,Period_II,Day 14,14,Period II Day 14,batch3,alcohol_59
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_60.csv,alcohol,Period_II,Day 14,14,Period II Day 14,batch3,alcohol_60
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_61.csv,alcohol,Period_II,Day 15,15,Period II Day 15,batch3,alcohol_61
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_62.csv,alcohol,Period_II,Day 15,15,Period II Day 15,batch3,alcohol_62
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_63.csv,alcohol,Period_II,Day 15,15,Period II Day 15,batch3,alcohol_63
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_64.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_64
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_65.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_65
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_66.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_66
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_67.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_67
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_68.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_68
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_69.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_69
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_70.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_70
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_71.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_71
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_72.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_72
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_73.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_73
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_74.csv,alcohol,Period_III,Day 19,19,Period III Day 19,batch4,alcohol_74
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_75.csv,alcohol,Period_III,Day 19,19,Period III Day 19,batch4,alcohol_75
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_76.csv,alcohol,Period_III,Day 19,19,Period III Day 19,batch4,alcohol_76
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_77.csv,alcohol,Period_III,Day 20,20,Period III Day 20,batch4,alcohol_77
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_78.csv,alcohol,Period_III,Day 20,20,Period III Day 20,batch4,alcohol_78
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_79.csv,alcohol,Period_III,Day 20,20,Period III Day 20,batch4,alcohol_79
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_80.csv,alcohol,Period_III,Day 20,20,Period III Day 20,batch4,alcohol_80
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_81.csv,alcohol,Period_III,Day 21,21,Period III Day 21,batch4,alcohol_81
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_82.csv,alcohol,Period_III,Day 21,21,Period III Day 21,batch4,alcohol_82
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_83.csv,alcohol,Period_III,Day 21,21,Period III Day 21,batch4,alcohol_83
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_84.csv,alcohol,Period_III,Day 21,21,Period III Day 21,batch4,alcohol_84
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_85.csv,alcohol,Period_IV,Day 22,22,Period IV Day 22,batch5,alcohol_85
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_86.csv,alcohol,Period_IV,Day 22,22,Period IV Day 22,batch5,alcohol_86
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_87.csv,alcohol,Period_IV,Day 22,22,Period IV Day 22,batch5,alcohol_87
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_88.csv,alcohol,Period_IV,Day 22,22,Period IV Day 22,batch5,alcohol_88
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_89.csv,alcohol,Period_IV,Day 23,23,Period IV Day 23,batch5,alcohol_89
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_90.csv,alcohol,Period_IV,Day 23,23,Period IV Day 23,batch5,alcohol_90
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_91.csv,alcohol,Period_IV,Day 23,23,Period IV Day 23,batch5,alcohol_91
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_92.csv,alcohol,Period_IV,Day 23,23,Period IV Day 23,batch5,alcohol_92
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_93.csv,alcohol,Period_IV,Day 24,24,Period IV Day 24,batch5,alcohol_93
S4_train_I_val_D1_2,three_class_with_air,test,alcohol\alcohol_94.csv,alcohol,Period_IV,Day 24,24,Period IV Day 24,batch5,alcohol_94
