sample_id,label,period,day,day_num,day_label,record_date,batch,paper_batch,source_kind,target_file,duration_s,profile,baseline_start_s,baseline_end_s,exposure_start_s,exposure_end_s,recovery_start_s,recovery_end_s,actual_last_s,baseline_n,exposure_n,recovery_n,observation_n
acetone_51,acetone,Period_II,Day 11,11,Period II Day 11,28.05.2026,batch3,Batch4,new,acetone\acetone_51.csv,125.0,programme_125,0.0,60.0,60.0,65.0,65.0,126.945,126.945,237,20,245,502
acetone_52,acetone,Period_II,Day 12,12,Period II Day 12,29.05.2026,batch3,Batch4,new,acetone\acetone_52.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_53,acetone,Period_II,Day 12,12,Period II Day 12,29.05.2026,batch3,Batch4,new,acetone\acetone_53.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.929,237,237,237,711
acetone_54,acetone,Period_II,Day 12,12,Period II Day 12,29.05.2026,batch3,Batch4,new,acetone\acetone_54.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_55,acetone,Period_II,Day 12,12,Period II Day 12,29.05.2026,batch3,Batch4,new,acetone\acetone_55.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_56,acetone,Period_II,Day 13,13,Period II Day 13,30.05.2026,batch3,Batch4,new,acetone\acetone_56.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.163,237,237,237,711
acetone_57,acetone,Period_II,Day 13,13,Period II Day 13,30.05.2026,batch3,Batch4,new,acetone\acetone_57.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.929,237,237,237,711
acetone_58,acetone,Period_II,Day 14,14,Period II Day 14,31.05.2026,batch3,Batch4,new,acetone\acetone_58.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.183,237,237,237,711
acetone_59,acetone,Period_II,Day 14,14,Period II Day 14,31.05.2026,batch3,Batch4,new,acetone\acetone_59.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_60,acetone,Period_II,Day 14,14,Period II Day 14,31.05.2026,batch3,Batch4,new,acetone\acetone_60.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.946,237,237,237,711
acetone_61,acetone,Period_II,Day 15,15,Period II Day 15,01.06.2026,batch3,Batch4,new,acetone\acetone_61.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_62,acetone,Period_II,Day 15,15,Period II Day 15,01.06.2026,batch3,Batch4,new,acetone\acetone_62.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.91,237,237,237,711
acetone_63,acetone,Period_II,Day 15,15,Period II Day 15,01.06.2026,batch3,Batch4,new,acetone\acetone_63.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.2,237,237,237,711
acetone_64,acetone,Period_II,Day 17,17,Period II Day 17,04.06.2026,batch3,Batch4,new,acetone\acetone_64.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_65,acetone,Period_II,Day 17,17,Period II Day 17,04.06.2026,batch3,Batch4,new,acetone\acetone_65.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.183,237,237,237,711
acetone_66,acetone,Period_II,Day 17,17,Period II Day 17,04.06.2026,batch3,Batch4,new,acetone\acetone_66.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.931,237,237,237,711
acetone_67,acetone,Period_II,Day 17,17,Period II Day 17,04.06.2026,batch3,Batch4,new,acetone\acetone_67.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.929,237,237,237,711
acetone_68,acetone,Period_II,Day 17,17,Period II Day 17,04.06.2026,batch3,Batch4,new,acetone\acetone_68.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_69,acetone,Period_III,Day 18,18,Period III Day 18,12.06.2026,batch4,Batch5,new,acetone\acetone_69.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.171,237,237,237,711
acetone_70,acetone,Period_III,Day 18,18,Period III Day 18,12.06.2026,batch4,Batch5,new,acetone\acetone_70.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.184,237,237,237,711
acetone_71,acetone,Period_III,Day 18,18,Period III Day 18,12.06.2026,batch4,Batch5,new,acetone\acetone_71.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_72,acetone,Period_III,Day 18,18,Period III Day 18,12.06.2026,batch4,Batch5,new,acetone\acetone_72.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.182,237,237,237,711
acetone_73,acetone,Period_III,Day 18,18,Period III Day 18,12.06.2026,batch4,Batch5,new,acetone\acetone_73.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_74,acetone,Period_III,Day 19,19,Period III Day 19,13.06.2026,batch4,Batch5,new,acetone\acetone_74.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.181,237,237,237,711
acetone_75,acetone,Period_III,Day 19,19,Period III Day 19,13.06.2026,batch4,Batch5,new,acetone\acetone_75.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_76,acetone,Period_III,Day 19,19,Period III Day 19,13.06.2026,batch4,Batch5,new,acetone\acetone_76.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.183,237,237,237,711
acetone_77,acetone,Period_III,Day 20,20,Period III Day 20,14.06.2026,batch4,Batch5,new,acetone\acetone_77.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.183,237,237,237,711
acetone_78,acetone,Period_III,Day 20,20,Period III Day 20,14.06.2026,batch4,Batch5,new,acetone\acetone_78.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_79,acetone,Period_III,Day 20,20,Period III Day 20,14.06.2026,batch4,Batch5,new,acetone\acetone_79.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_80,acetone,Period_III,Day 20,20,Period III Day 20,14.06.2026,batch4,Batch5,new,acetone\acetone_80.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.2,237,237,237,711
acetone_81,acetone,Period_III,Day 21,21,Period III Day 21,15.06.2026,batch4,Batch5,new,acetone\acetone_81.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.929,237,237,237,711
acetone_82,acetone,Period_III,Day 21,21,Period III Day 21,15.06.2026,batch4,Batch5,new,acetone\acetone_82.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.183,237,237,237,711
acetone_83,acetone,Period_III,Day 21,21,Period III Day 21,15.06.2026,batch4,Batch5,new,acetone\acetone_83.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.929,237,237,237,711
acetone_84,acetone,Period_III,Day 21,21,Period III Day 21,15.06.2026,batch4,Batch5,new,acetone\acetone_84.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.931,237,237,237,711
acetone_85,acetone,Period_IV,Day 22,22,Period IV Day 22,20.06.2026,batch5,Batch6,new,acetone\acetone_85.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_86,acetone,Period_IV,Day 22,22,Period IV Day 22,20.06.2026,batch5,Batch6,new,acetone\acetone_86.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_87,acetone,Period_IV,Day 22,22,Period IV Day 22,20.06.2026,batch5,Batch6,new,acetone\acetone_87.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_88,acetone,Period_IV,Day 22,22,Period IV Day 22,20.06.2026,batch5,Batch6,new,acetone\acetone_88.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.931,237,237,237,711
acetone_89,acetone,Period_IV,Day 23,23,Period IV Day 23,21.06.2026,batch5,Batch6,new,acetone\acetone_89.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.93,237,237,237,711
acetone_90,acetone,Period_IV,Day 23,23,Period IV Day 23,21.06.2026,batch5,Batch6,new,acetone\acetone_90.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.183,237,237,237,711
acetone_91,acetone,Period_IV,Day 23,23,Period IV Day 23,21.06.2026,batch5,Batch6,new,acetone\acetone_91.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.909,237,237,237,711
acetone_92,acetone,Period_IV,Day 23,23,Period IV Day 23,21.06.2026,batch5,Batch6,new,acetone\acetone_92.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,182.163,237,237,237,711
acetone_93,acetone,Period_IV,Day 24,24,Period IV Day 24,22.06.2026,batch5,Batch6,new,acetone\acetone_93.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.909,237,237,237,711
acetone_94,acetone,Period_IV,Day 24,24,Period IV Day 24,22.06.2026,batch5,Batch6,new,acetone\acetone_94.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.91,237,237,237,711
acetone_95,acetone,Period_IV,Day 24,24,Period IV Day 24,22.06.2026,batch5,Batch6,new,acetone\acetone_95.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.928,237,237,237,711
acetone_96,acetone,Period_IV,Day 24,24,Period IV Day 24,22.06.2026,batch5,Batch6,new,acetone\acetone_96.csv,180.0,programme_180_window,0.0,60.0,60.0,120.0,120.0,180.0,181.929,237,237,237,711
